,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2065,Yersinia~virus~L413C,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
2066,bin_00||F1M_NODE_17_length_5959_cov_4.418360,Unassigned,Unassigned,Unassigned,171_0,Clustered,3,VC_171_0,3,0.4082,0.61904762,0.2527,1,1,1,1.0
2067,bin_00||F1M_NODE_29_length_3088_cov_3.327399,Unassigned,Unassigned,Unassigned,170_0,Clustered,3,VC_170_0,3,0.6742,0.97246811,0.6557,1,1,1,1.0
2068,bin_00||F1M_NODE_32_length_2934_cov_3.667593,Unassigned,Unassigned,Unassigned,169_0,Clustered,2,VC_169_0,2,0.2647,0.8,0.2117,1,1,1,1.0
2069,bin_00||F1M_NODE_34_length_2429_cov_2.721988,Unassigned,Unassigned,Unassigned,172_0,Clustered,2,VC_172_0,2,0.1592,0.28319948,0.0451,1,1,1,1.0
2070,bin_01||F1M_NODE_1_length_97959_cov_90.685580,Unassigned,Unassigned,Unassigned,363_0,Clustered,2,VC_363_0,2,0.6311,0.77777778,0.4909,1,1,1,1.0
2071,bin_02||F1M_NODE_33_length_2801_cov_3.066278,Unassigned,Unassigned,Unassigned,362_0,Clustered/Singleton,1,VC_362_0,1,0.0,0.0,0.0,1,1,1,1.0
2072,bin_03||F1M_NODE_35_length_2293_cov_2.212243,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,1.0,0.0,0.0,1,1,1,1.0
2073,bin_03||F4M_NODE_16_length_10246_cov_4.649985,Unassigned,Unassigned,Unassigned,366_0,Clustered,2,VC_366_0,2,0.421,0.0,0.0,1,1,1,1.0
2074,bin_03||F4M_NODE_26_length_3770_cov_3.635801,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,1.0,0.0,0.0,1,1,1,1.0
2075,bin_03||F4M_NODE_2_length_63054_cov_7.600740,Unassigned,Unassigned,Unassigned,367_0,Clustered,2,VC_367_0,2,0.7391,0.6,0.4435,1,1,1,1.0
2076,bin_03||F4T1_NODE_35_length_4091_cov_3.231665,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,1.0,0.0,0.0,1,1,1,1.0
2077,bin_03||F4T1_NODE_69_length_2298_cov_3.109675,Unassigned,Unassigned,Unassigned,366_0,Clustered,2,VC_366_0,2,0.421,0.0,0.0,1,1,1,1.0
2078,bin_04||F1M_NODE_3_length_59487_cov_7.401148,Unassigned,Unassigned,Unassigned,368_0,Clustered,2,VC_368_0,2,1.0,0.0,0.0,1,1,1,1.0
2079,bin_04||F1M_NODE_4_length_46155_cov_6.789046,Unassigned,Unassigned,Unassigned,367_0,Clustered,2,VC_367_0,2,0.7391,0.6,0.4435,1,1,1,1.0
2080,bin_05||F1T1_NODE_10_length_13616_cov_4.586535,Unassigned,Unassigned,Unassigned,369_0,Clustered,2,VC_369_0,2,1.0,0.0,0.0,1,1,1,1.0
2081,bin_08||F1T1_NODE_16_length_9756_cov_3.211009,Unassigned,Unassigned,Unassigned,364_0,Clustered,2,VC_364_0,2,0.2532,0.0,0.0,1,1,1,1.0
2082,bin_08||F3T2_NODE_59_length_2555_cov_6.756400,Unassigned,Unassigned,Unassigned,370_0,Clustered,2,VC_370_0,2,0.7609,0.0,0.0,1,1,1,1.0
2083,bin_09||F1T1_NODE_17_length_9589_cov_4.511223,Unassigned,Unassigned,Unassigned,371_0,Clustered,3,VC_371_0,3,1.0,0.0,0.0,1,1,1,1.0
2084,bin_09||F1T1_NODE_53_length_3787_cov_4.461951,Unassigned,Unassigned,Unassigned,372_0,Clustered,2,VC_372_0,2,1.0,0.0,0.0,1,1,1,1.0
2085,bin_09||F1T1_NODE_71_length_2507_cov_2.174144,Unassigned,Unassigned,Unassigned,371_0,Clustered,3,VC_371_0,3,1.0,0.0,0.0,1,1,1,1.0
2086,bin_10||F1T1_NODE_18_length_9305_cov_4.922486,Unassigned,Unassigned,Unassigned,167_0,Clustered,2,VC_167_0,2,0.1116,0.0,0.0,1,2,2,1.0
2087,bin_10||F1T1_NODE_20_length_9109_cov_4.891208,Unassigned,Unassigned,Unassigned,369_0,Clustered,2,VC_369_0,2,1.0,0.0,0.0,1,1,1,1.0
2088,bin_11||F1T2_NODE_47_length_3229_cov_2.662571,Unassigned,Unassigned,Unassigned,373_0,Clustered,2,VC_373_0,2,1.0,0.0,0.0,1,1,1,1.0
2089,bin_11||F3T2_NODE_71_length_2266_cov_1.324740,Unassigned,Unassigned,Unassigned,374_0,Clustered,2,VC_374_0,2,1.0,0.0,0.0,1,1,1,1.0
2090,bin_11||F4M_NODE_44_length_2210_cov_1.546636,Unassigned,Unassigned,Unassigned,373_0,Clustered,2,VC_373_0,2,1.0,0.0,0.0,1,1,1,1.0
2091,bin_12||F1T1_NODE_25_length_6194_cov_4.898029,Unassigned,Unassigned,Unassigned,375_0,Clustered,3,VC_375_0,3,0.8768,0.33333333,0.2923,1,1,1,1.0
2092,bin_12||F3T1_NODE_3_length_4854_cov_3.654720,Unassigned,Unassigned,Unassigned,375_0,Clustered,3,VC_375_0,3,0.8768,0.33333333,0.2923,1,1,1,1.0
2093,bin_13||F1T1_NODE_28_length_5972_cov_4.304715,Unassigned,Unassigned,Unassigned,374_0,Clustered,2,VC_374_0,2,1.0,0.0,0.0,1,1,1,1.0
2094,bin_16||F3M_NODE_30_length_3981_cov_2.774070,Unassigned,Unassigned,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
2095,bin_16||F3T2_NODE_23_length_6074_cov_3.027745,Unassigned,Unassigned,Unassigned,377_0,Clustered,2,VC_377_0,2,1.0,0.0,0.0,1,1,1,1.0
2096,bin_17||F2M_NODE_27_length_10346_cov_5.090565,Unassigned,Unassigned,Unassigned,379_0,Clustered,3,VC_379_0,3,0.793,0.8,0.6344,1,1,1,1.0
2097,bin_17||F3M_NODE_12_length_7213_cov_3.918692,Unassigned,Unassigned,Unassigned,378_0,Clustered,2,VC_378_0,2,0.484,0.6,0.2904,1,1,1,1.0
2098,bin_17||F4T1_NODE_18_length_8231_cov_5.800391,Unassigned,Unassigned,Unassigned,378_0,Clustered,2,VC_378_0,2,0.484,0.6,0.2904,1,1,1,1.0
2099,bin_20||F1T1_NODE_85_length_2081_cov_2.208786,Unassigned,Unassigned,Unassigned,380_0,Clustered,3,VC_380_0,3,1.0,0.0,0.0,1,1,1,1.0
2100,bin_22||F1T2_NODE_32_length_4279_cov_35.349905,Unassigned,Unassigned,Unassigned,381_0,Clustered,2,VC_381_0,2,0.7023,0.0,0.0,1,1,1,1.0
2101,bin_22||F1T2_NODE_3_length_67878_cov_24.094643,Unassigned,Unassigned,Unassigned,215_0,Clustered,2,VC_215_0,2,0.6264,0.66666667,0.4176,1,1,1,1.0
2102,bin_22||F1T2_NODE_7_length_14206_cov_35.101618,Unassigned,Unassigned,Unassigned,382_0,Clustered,2,VC_382_0,2,0.3801,0.0,0.0,1,1,1,1.0
2103,bin_23||F2M_NODE_18_length_13684_cov_7.727273,Unassigned,Unassigned,Unassigned,98_0,Clustered,2,VC_98_0,2,0.1451,0.86822815,0.1259,1,1,1,1.0
2104,bin_23||F2M_NODE_6_length_26132_cov_8.647314,Unassigned,Unassigned,Unassigned,97_0,Clustered,2,VC_97_0,2,0.1061,0.89885268,0.0953,1,1,1,1.0
2105,bin_25||F2M_NODE_118_length_2849_cov_3.668933,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,0.0,0.0,1,1,1,1.0
2106,bin_25||F2M_NODE_149_length_2278_cov_4.832209,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,0.0,0.0,1,1,1,1.0
2107,bin_26||F1T2_NODE_4_length_18774_cov_54.245900,Unassigned,Unassigned,Unassigned,148_0,Clustered,2,VC_148_0,2,0.1307,0.8861537,0.1158,1,1,1,1.0
2108,bin_26||F4M_NODE_9_length_21262_cov_7.968973,Unassigned,Unassigned,Unassigned,148_0,Clustered,2,VC_148_0,2,0.1307,0.8861537,0.1158,1,1,1,1.0
2109,bin_31||F1T2_NODE_74_length_2225_cov_3.046544,Unassigned,Unassigned,Unassigned,384_0,Clustered,2,VC_384_0,2,0.8037,0.0,0.0,1,1,1,1.0
2110,bin_31||F4T2_NODE_14_length_3067_cov_3.487716,Unassigned,Unassigned,Unassigned,384_0,Clustered,2,VC_384_0,2,0.8037,0.0,0.0,1,1,1,1.0
2111,bin_33||F2M_NODE_102_length_3466_cov_4.573732,Unassigned,Unassigned,Unassigned,386_0,Clustered,2,VC_386_0,2,1.0,0.0,0.0,1,1,1,1.0
2112,bin_33||F2M_NODE_49_length_7104_cov_3.414101,Unassigned,Unassigned,Unassigned,387_0,Clustered,2,VC_387_0,2,1.0,0.0,0.0,1,1,1,1.0
2113,bin_35||F2M_NODE_11_length_20357_cov_5.705743,Unassigned,Unassigned,Unassigned,370_0,Clustered,2,VC_370_0,2,0.7609,0.0,0.0,1,1,1,1.0
2114,bin_35||F2M_NODE_1_length_53054_cov_5.764014,Unassigned,Unassigned,Unassigned,364_0,Clustered,2,VC_364_0,2,0.2532,0.0,0.0,1,1,1,1.0
2115,bin_36||F2M_NODE_58_length_6498_cov_22.529877,Unassigned,Unassigned,Unassigned,98_0,Clustered,2,VC_98_0,2,0.1451,0.86822815,0.1259,1,1,1,1.0
2116,bin_36||F2M_NODE_8_length_25165_cov_22.640104,Unassigned,Unassigned,Unassigned,97_0,Clustered,2,VC_97_0,2,0.1061,0.89885268,0.0953,1,1,1,1.0
2117,bin_38||F2M_NODE_42_length_8193_cov_14.303391,Unassigned,Unassigned,Unassigned,169_0,Clustered,2,VC_169_0,2,0.2647,0.8,0.2117,1,1,1,1.0
2118,bin_38||F2M_NODE_62_length_6069_cov_13.771866,Unassigned,Unassigned,Unassigned,170_0,Clustered,3,VC_170_0,3,0.6742,0.97246811,0.6557,1,1,1,1.0
2119,bin_38||F2M_NODE_98_length_3684_cov_15.691099,Unassigned,Unassigned,Unassigned,171_0,Clustered,3,VC_171_0,3,0.4082,0.61904762,0.2527,1,1,1,1.0
2120,bin_38||F2T1_NODE_4_length_14783_cov_5.242260,Unassigned,Unassigned,Unassigned,171_0,Clustered,3,VC_171_0,3,0.4082,0.61904762,0.2527,1,1,1,1.0
2121,bin_38||F2T1_NODE_5_length_9843_cov_5.227523,Unassigned,Unassigned,Unassigned,172_0,Clustered,2,VC_172_0,2,0.1592,0.28319948,0.0451,1,1,1,1.0
2122,bin_38||F2T1_NODE_6_length_7108_cov_4.665674,Unassigned,Unassigned,Unassigned,170_0,Clustered,3,VC_170_0,3,0.6742,0.97246811,0.6557,1,1,1,1.0
2123,bin_39||F2M_NODE_124_length_2723_cov_2.448524,Unassigned,Unassigned,Unassigned,388_0,Clustered,2,VC_388_0,2,1.0,0.0,0.0,1,1,1,1.0
2124,bin_39||F4T1_NODE_13_length_12920_cov_15.385931,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,0.0,0.0,1,1,1,1.0
2125,bin_39||F4T1_NODE_28_length_4911_cov_12.090404,Unassigned,Unassigned,Unassigned,379_0,Clustered,3,VC_379_0,3,0.793,0.8,0.6344,1,1,1,1.0
2126,bin_39||F4T1_NODE_7_length_18316_cov_12.186080,Unassigned,Unassigned,Unassigned,388_0,Clustered,2,VC_388_0,2,1.0,0.0,0.0,1,1,1,1.0
2127,bin_40||F2M_NODE_129_length_2597_cov_69.369788,Unassigned,Unassigned,Unassigned,381_0,Clustered,2,VC_381_0,2,0.7023,0.0,0.0,1,1,1,1.0
2128,bin_43||F2M_NODE_3_length_45859_cov_9.702144,Unassigned,Unassigned,Unassigned,231_0,Clustered,2,VC_231_0,2,0.7689,0.0,0.0,1,2,2,1.0
2129,bin_44||F2M_NODE_43_length_8145_cov_10.350433,Unassigned,Unassigned,Unassigned,106_0,Clustered,2,VC_106_0,2,0.0563,0.43834228,0.0247,1,2,2,1.0
2130,bin_46||F3T2_NODE_75_length_2201_cov_3.951538,Unassigned,Unassigned,Unassigned,382_0,Clustered,2,VC_382_0,2,0.3801,0.0,0.0,1,1,1,1.0
2131,bin_48||F2T1_NODE_22_length_2817_cov_3.658943,Unassigned,Unassigned,Unassigned,361_0,Clustered,2,VC_361_0,2,0.1712,0.0,0.0,1,1,1,1.0
2132,bin_49||F2T1_NODE_25_length_2541_cov_32.454143,Unassigned,Unassigned,Unassigned,389_0,Clustered,2,VC_389_0,2,1.0,0.0,0.0,1,1,1,1.0
2133,bin_50||F2T1_NODE_26_length_2538_cov_20.356021,Unassigned,Unassigned,Unassigned,389_0,Clustered,2,VC_389_0,2,1.0,0.0,0.0,1,1,1,1.0
2134,bin_52||F2T2_NODE_11_length_21601_cov_16.946162,Unassigned,Unassigned,Unassigned,371_0,Clustered,3,VC_371_0,3,1.0,0.0,0.0,1,1,1,1.0
2135,bin_52||F2T2_NODE_12_length_19967_cov_17.567296,Unassigned,Unassigned,Unassigned,372_0,Clustered,2,VC_372_0,2,1.0,0.0,0.0,1,1,1,1.0
2136,bin_53||F2T2_NODE_21_length_7199_cov_6.091685,Unassigned,Unassigned,Unassigned,385_0,Clustered,2,VC_385_0,2,0.4003,0.0,0.0,1,1,1,1.0
2137,bin_53||F2T2_NODE_22_length_6355_cov_9.583968,Unassigned,Unassigned,Unassigned,387_0,Clustered,2,VC_387_0,2,1.0,0.0,0.0,1,1,1,1.0
2138,bin_53||F2T2_NODE_34_length_4855_cov_9.307292,Unassigned,Unassigned,Unassigned,386_0,Clustered,2,VC_386_0,2,1.0,0.0,0.0,1,1,1,1.0
2139,bin_53||F2T2_NODE_39_length_3807_cov_5.945096,Unassigned,Unassigned,Unassigned,380_0,Clustered,3,VC_380_0,3,1.0,0.0,0.0,1,1,1,1.0
2140,bin_53||F3M_NODE_47_length_2282_cov_2.325999,Unassigned,Unassigned,Unassigned,380_0,Clustered,3,VC_380_0,3,1.0,0.0,0.0,1,1,1,1.0
2141,bin_55||F2T2_NODE_18_length_8995_cov_11.509284,Unassigned,Unassigned,Unassigned,385_0,Clustered,2,VC_385_0,2,0.4003,0.0,0.0,1,1,1,1.0
2142,bin_56||F4T1_NODE_24_length_5580_cov_3.940271,Unassigned,Unassigned,Unassigned,377_0,Clustered,2,VC_377_0,2,1.0,0.0,0.0,1,1,1,1.0
2143,bin_57||F2T2_NODE_5_length_34551_cov_33.694979,Unassigned,Unassigned,Unassigned,113_0,Clustered,2,VC_113_0,2,0.9333,0.0,0.0,1,1,1,1.0
2144,bin_62||F3M_NODE_2_length_96186_cov_32.177903,Unassigned,Unassigned,Unassigned,215_0,Clustered,2,VC_215_0,2,0.6264,0.66666667,0.4176,1,1,1,1.0
2145,bin_66||F3M_NODE_8_length_11200_cov_22.507941,Unassigned,Unassigned,Unassigned,390_0,Clustered,3,VC_390_0,3,0.8334,0.66666667,0.5556,1,1,1,1.0
2146,bin_70||F3T2_NODE_3_length_87254_cov_17.672565,Unassigned,Unassigned,Unassigned,113_0,Clustered,2,VC_113_0,2,0.9333,0.0,0.0,1,1,1,1.0
2147,bin_72||F3T2_NODE_52_length_2748_cov_152.211289,Unassigned,Unassigned,Unassigned,376_0,Clustered,2,VC_376_0,2,0.5367,0.0,0.0,1,1,1,1.0
2148,bin_78||F4M_NODE_11_length_20080_cov_5.793358,Unassigned,Unassigned,Unassigned,162_0,Clustered,6,VC_162_0,6,0.6707,1.0,0.6707,3,2,2,1.0
2149,bin_79||F4M_NODE_15_length_12359_cov_8.118579,Unassigned,Unassigned,Unassigned,390_0,Clustered,3,VC_390_0,3,0.8334,0.66666667,0.5556,1,1,1,1.0
2150,bin_80||F4M_NODE_18_length_5602_cov_3.231837,Unassigned,Unassigned,Unassigned,375_0,Clustered,3,VC_375_0,3,0.8768,0.33333333,0.2923,1,1,1,1.0
2151,bin_80||F4T1_NODE_46_length_3437_cov_2.298936,Unassigned,Unassigned,Unassigned,376_0,Clustered,2,VC_376_0,2,0.5367,0.0,0.0,1,1,1,1.0
2152,bin_86||F4T2_NODE_7_length_8432_cov_4.607497,Unassigned,Unassigned,Unassigned,390_0,Clustered,3,VC_390_0,3,0.8334,0.66666667,0.5556,1,1,1,1.0
2153,bin_87||F4M_NODE_3_length_55935_cov_12.067484,Unassigned,Unassigned,Unassigned,368_0,Clustered,2,VC_368_0,2,1.0,0.0,0.0,1,1,1,1.0
2154,bin_88||F4M_NODE_46_length_2128_cov_1.662325,Unassigned,Unassigned,Unassigned,361_0,Clustered,2,VC_361_0,2,0.1712,0.0,0.0,1,1,1,1.0
2155,bin_96||F4T2_NODE_5_length_24255_cov_7.660165,Unassigned,Unassigned,Unassigned,379_0,Clustered,3,VC_379_0,3,0.793,0.8,0.6344,1,1,1,1.0
2156,uncultured~crAssphage,Unassigned,Unassigned,Unassigned,363_0,Clustered,2,VC_363_0,2,0.6311,0.77777778,0.4909,1,1,1,1.0
2157,uncultured~phage~WW-nAnB,Unassigned,Inoviridae,Unassigned,354_0,Clustered,3,VC_354_0,3,1.0,0.0,0.0,1,1,1,1.0
0,Acholeplasma~virus~L2,Unassigned,Plasmaviridae,Plasmavirus,,Singleton,,,,,,,,,,
1,Acholeplasma~virus~MV-L51,Unassigned,Inoviridae,Plectrovirus,,Singleton,,,,,,,,,,
4,Achromobacter~phage~JWF,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
7,Achromobacter~phage~phiAxp-2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
12,Acidianus~filamentous~virus~1,Ligamenvirales,Lipothrixviridae,Gammalipothrixvirus,,Outlier,,,,,,,,,,
13,Acidianus~filamentous~virus~2,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus,,Outlier,,,,,,,,,,
19,Acidianus~rod-shaped~virus~1,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
20,Acidianus~rod-shaped~virus~2,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
22,Acidianus~tailed~spindle~virus,Unassigned,Bicaudaviridae,Unassigned,,Outlier,,,,,,,,,,
23,Acidianus~two-tailed~virus,Unassigned,Bicaudaviridae,Bicaudavirus,,Outlier,,,,,,,,,,
24,Acidovorax~phage~ACP17,Caudovirales,Myoviridae,Busanvirus,,Outlier,,,,,,,,,,
27,Acinetobacter~phage~AP205,Unassigned,Leviviridae,Unassigned,,Outlier,,,,,,,,,,
31,Acinetobacter~phage~Ac42,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
32,Acinetobacter~phage~Acj61,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
33,Acinetobacter~phage~Acj9,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
41,Acinetobacter~phage~Presley,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
49,Acinetobacter~phage~YMC13/03/R2096,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
50,Acinetobacter~phage~ZZ1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
53,Acinetobacter~phage~phiAC-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
55,Acinetobacter~phage~vB_AbaM_ME3,Caudovirales,Myoviridae,Metrivirus,,Singleton,,,,,,,,,,
70,Acinetobacter~virus~133,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
71,Actinomyces~virus~Av1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
72,Actinoplanes~phage~phiAsp2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
83,Aeromonas~phage~vB_AsaM-56,Caudovirales,Myoviridae,Popoffvirus,,Outlier,,,,,,,,,,
90,Aeropyrum~globular~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
91,Aeropyrum~pernix~ovoid~virus~1,Unassigned,Guttaviridae,Betaguttavirus,,Singleton,,,,,,,,,,
92,Aeropyrum~pernix~spindle-shaped~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
95,Agrobacterium~phage~Atu_ph07,Caudovirales,Myoviridae,Polybotosvirus,,Outlier,,,,,,,,,,
97,Alces~alces~faeces~associated~microvirus~MP11~5517,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
99,Alces~alces~faeces~associated~microvirus~MP15~5067,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
101,Alces~alces~faeces~associated~microvirus~MP21~4718,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
102,Alces~alces~faeces~associated~microvirus~MP3~6497,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
103,Alphaproteobacteria~virus~phiJl001,Caudovirales,Siphoviridae,Yuavirus,,Outlier,,,,,,,,,,
104,Alteromonas~phage~vB_AmaP_AD45-P1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
105,Anabaena~phage~A-4L,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
115,Arthrobacter~phage~CaptnMurica,Caudovirales,Siphoviridae,Gordonvirus,,Overlap (VC_94/VC_97),,,,,,,,,,
116,Arthrobacter~phage~Circum,Caudovirales,Siphoviridae,Mudcatvirus,,Overlap (VC_93/VC_97),,,,,,,,,,
118,Arthrobacter~phage~Decurro,Caudovirales,Siphoviridae,Decurrovirus,,Outlier,,,,,,,,,,
122,Arthrobacter~phage~Gordon,Caudovirales,Siphoviridae,Gordonvirus,,Overlap (VC_94/VC_97),,,,,,,,,,
130,Arthrobacter~phage~Laroye,Caudovirales,Siphoviridae,Laroyevirus,,Singleton,,,,,,,,,,
133,Arthrobacter~phage~Mudcat,Caudovirales,Siphoviridae,Mudcatvirus,,Overlap (VC_93/VC_97),,,,,,,,,,
140,Arthrobacter~phage~Tank,Caudovirales,Siphoviridae,Tankvirus,,Singleton,,,,,,,,,,
142,Arthrobacter~phage~vB_ArS-ArV2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
144,Aurantimonas~phage~AmM-1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
145,Azospirillum~phage~Cd,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
146,Bacillus~phage~0305phi8-36,Caudovirales,Myoviridae,Unassigned,,Singleton,,,,,,,,,,
149,Bacillus~phage~AvesoBmore,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
150,Bacillus~phage~B4,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
151,Bacillus~phage~BCD7,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
152,Bacillus~phage~BCJA1c,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
153,Bacillus~phage~BCP78,Caudovirales,Myoviridae,Tsarbombavirus,,Overlap (VC_108/VC_109),,,,,,,,,,
154,Bacillus~phage~BCP8-2,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
157,Bacillus~phage~BalMu-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
159,Bacillus~phage~Bastille,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
160,Bacillus~phage~Bcp1,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
162,Bacillus~phage~BigBertha,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
163,Bacillus~phage~Bobb,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
164,Bacillus~phage~Bp8p-C,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
165,Bacillus~phage~BtCS33,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_127/VC_128),,,,,,,,,,
166,Bacillus~phage~CAM003,Caudovirales,Myoviridae,Bastillevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
167,Bacillus~phage~CP-51,Caudovirales,Myoviridae,Cp51virus,,Overlap (VC_110/VC_135),,,,,,,,,,
171,Bacillus~phage~Deep~Blue,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
173,Bacillus~phage~Eldridge,Caudovirales,Herelleviridae,Unassigned,,Overlap (VC_108/VC_109),,,,,,,,,,
174,Bacillus~phage~Evoli,Caudovirales,Herelleviridae,Bastillevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
179,Bacillus~phage~Grass,Caudovirales,Myoviridae,Nit1virus,,Overlap (VC_108/VC_109),,,,,,,,,,
181,Bacillus~phage~Hoody~T,Caudovirales,Herelleviridae,Bastillevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
182,Bacillus~phage~JBP901,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
183,Bacillus~phage~JL,Caudovirales,Myoviridae,Cp51virus,,Overlap (VC_110/VC_135),,,,,,,,,,
186,Bacillus~phage~Mater,Caudovirales,Herelleviridae,Unassigned,,Overlap (VC_108/VC_109),,,,,,,,,,
189,Bacillus~phage~Moonbeam,Caudovirales,Herelleviridae,Unassigned,,Overlap (VC_108/VC_109),,,,,,,,,,
193,Bacillus~phage~PBC1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
199,Bacillus~phage~PfEFR-5,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
200,Bacillus~phage~Phrodo,Caudovirales,Herelleviridae,Bequatrovirus,,Overlap (VC_108/VC_109),,,,,,,,,,
203,Bacillus~phage~Riley,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
204,Bacillus~phage~SIOphi,Caudovirales,Herelleviridae,Unassigned,,Overlap (VC_108/VC_109),,,,,,,,,,
205,Bacillus~phage~SP-10,Caudovirales,Herelleviridae,Unassigned,,Outlier,,,,,,,,,,
207,Bacillus~phage~SPG24,Caudovirales,Myoviridae,Nit1virus,,Outlier,,,,,,,,,,
208,Bacillus~phage~SPP1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
211,Bacillus~phage~Shanette,Caudovirales,Myoviridae,Cp51virus,,Overlap (VC_110/VC_135),,,,,,,,,,
212,Bacillus~phage~Shbh1,Caudovirales,Myoviridae,Shalavirus,,Overlap (VC_108/VC_109),,,,,,,,,,
214,Bacillus~phage~Spock,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
220,Bacillus~phage~Troll,Caudovirales,Myoviridae,B4virus,,Overlap (VC_108/VC_109),,,,,,,,,,
221,Bacillus~phage~TsarBomba,Caudovirales,Myoviridae,Tsarbombavirus,,Overlap (VC_108/VC_109),,,,,,,,,,
222,Bacillus~phage~VMY22,Caudovirales,Podoviridae,Salasvirus,,Overlap (VC_50/VC_52),,,,,,,,,,
224,Bacillus~phage~Waukesha92,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_128/VC_129),,,,,,,,,,
227,Bacillus~phage~phBC6A51,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
228,Bacillus~phage~phBC6A52,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
229,Bacillus~phage~phIS3501,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_127/VC_128),,,,,,,,,,
